joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_pos_21,joint_pos_22,joint_pos_23,joint_pos_24,joint_pos_25,joint_pos_26,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,tau_est_12,tau_est_13,tau_est_14,tau_est_15,tau_est_16,tau_est_17,tau_est_18,tau_est_19,tau_est_20,tau_est_21,tau_est_22,tau_est_23,tau_est_24,tau_est_25,tau_est_26,cmd_q_0,cmd_q_1,cmd_q_2,cmd_q_3,cmd_q_4,cmd_q_5,cmd_q_6,cmd_q_7,cmd_q_8,cmd_q_9,cmd_q_10,cmd_q_11,cmd_q_12,cmd_q_13,cmd_q_14,cmd_q_15,cmd_q_16,cmd_q_17,cmd_q_18,cmd_q_19,cmd_q_20,cmd_q_21,cmd_q_22,cmd_q_23,cmd_q_24,cmd_q_25,cmd_q_26,cmd_tau_0,cmd_tau_1,cmd_tau_2,cmd_tau_3,cmd_tau_4,cmd_tau_5,cmd_tau_6,cmd_tau_7,cmd_tau_8,cmd_tau_9,cmd_tau_10,cmd_tau_11,cmd_tau_12,cmd_tau_13,cmd_tau_14,cmd_tau_15,cmd_tau_16,cmd_tau_17,cmd_tau_18,cmd_tau_19,cmd_tau_20,cmd_tau_21,cmd_tau_22,cmd_tau_23,cmd_tau_24,cmd_tau_25,cmd_tau_26,motion_phase,
-0.0167272,-0.00656748,-0.00752378,0.000964102,0.0381176,0.00100922,-0.0316062,-0.00118124,-0.00319624,0.00128547,0.0147287,0.0352346,0.00515008,0.0141981,-0.0127666,-0.00554562,0.0593555,-0.0299459,0.0209419,-0.024824,0.0445552,0.0191708,0.0131786,0.0562067,0.017766,0.0130939,0.016667,-0.333091,-0.119909,-0.0399545,0,0.559832,1.27376,-0.0532727,-0.173182,0.159864,0.215327,0.903722,1.09731,-0.0609091,-0.46019,-0.64485,0.0469,0.05862,-0.80313,0,-0.25794,0.28432,0.82658,0.3488,0.02052,0.00293,0.13483,0.085,16.34,3.59,1.83,-0.07,-1.71823,0.606878,14.87,1.1,-1.1,-4.91,-0.524674,-8.17987,-0.07,-0.37,1.98,0.22,-3.59,1.39,-1.54,1.39,-4.18,-3.3,-1.98,-3.44,-0.66,-1.25,-0.66,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0173349,-0.00682271,-0.00752115,0.000964102,0.0390906,0.00441265,-0.0317447,-0.00109529,-0.00287437,0.00181237,0.0168826,0.036396,0.00497556,0.0130854,-0.0142791,-0.00541854,0.0594897,-0.0318685,0.0209816,-0.0254267,0.0451088,0.0212445,0.0139406,0.0563219,0.0177698,0.0134218,0.01689,-0.119909,-0.133227,0,0,0.284137,1.51446,-0.213182,0.319773,0.106591,0.233265,0.854457,0.124453,-0.0761299,-0.46312,-0.64778,0.04104,0.04104,-0.78261,0.03517,-0.26087,0.16121,0.83537,0.24621,0.06448,0.02638,0.1319,0.11138,31.28,-4.47,-5.05,0.07,-3.88453,-1.10741,-20.59,35.82,-0.51,-5.49,-1.62042,-8.79768,-1.98,-12.09,-6.37,-4.18,-11.06,-2.42,-1.1,-2.27,-49.3,-24.1,-33.33,-6.81,0.22,-1.39,2.56,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.017446,-0.00726926,-0.00762653,0.000964102,0.0397835,0.00758039,-0.032799,3.38554e-05,-0.00267172,0.00236541,0.0189762,0.0366426,0.00473619,0.0119331,-0.0158918,-0.00535274,0.0595593,-0.0338204,0.0211195,-0.0260838,0.0452774,0.0231569,0.0142822,0.0564606,0.0177984,0.0137062,0.0172042,0,-0.2265,-0.119909,0,0.340187,1.06271,-0.546273,0.519591,0.0932727,0.233265,0.871719,0.313131,-0.098961,-0.47484,-0.66536,0.00879,0.02052,-0.79726,0.06448,-0.29604,0.00293,0.78261,0.05862,0.05276,0.02931,0.10259,0.14069,27.18,-4.18,-4.18,-0.22,8.99918,-8.65542,-11.65,31.58,-0.51,-5.49,4.08033,6.05085,-1.68,-11.94,-6.37,-4.18,-11.06,-2.56,-1.1,-2.56,-49.01,-24.1,-32.89,-6.67,0.22,-1.39,2.71,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0173712,-0.00782692,-0.00813699,0.000964102,0.0408759,0.0091383,-0.0343165,0.00121582,-0.00248885,0.00289231,0.0211295,0.0379702,0.00452685,0.0107911,-0.0175002,-0.00538468,0.0595825,-0.0357215,0.0213416,-0.0268419,0.045038,0.0249786,0.0141644,0.0565834,0.0178227,0.0139277,0.0175843,0.0399545,-0.239818,-0.266455,0,0.535134,0.28132,-0.732773,0.413,0.0932727,0.215327,0.838207,0.766746,-0.0761299,-0.48363,-0.68002,-0.02638,0,-0.80606,0.10845,-0.32535,-0.17,0.7064,-0.13776,0.0469,0,0.085,0.17294,26.01,-3.59,-2.71,-0.22,9.1867,-10.0104,-5.93,32.45,-0.37,-5.35,3.18781,7.2662,-2.42,-12.09,-6.37,-4.18,-11.06,-2.56,-1.1,-2.56,-48.42,-24.1,-32.45,-6.67,0.22,-1.39,2.86,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0173099,-0.00831807,-0.00910521,0.000967837,0.0423014,0.00886773,-0.0360839,0.00151551,-0.00208354,0.00338559,0.0230311,0.0403422,0.00438905,0.00967908,-0.0191665,-0.0054512,0.0597262,-0.0376692,0.0215918,-0.0276887,0.0446706,0.0268412,0.0139484,0.0566368,0.0178697,0.014009,0.0180107,-0.0133182,-0.119909,-0.519591,0,0.636715,-0.399078,-0.6395,-0.173182,0.213182,0.179449,0.730388,1.26253,-0.0304416,-0.42208,-0.69468,-0.00879,0.12604,-0.7914,0.09673,-0.37225,-0.10845,0.85589,0,0.00879,0.0469,-0.02052,0.16414,18.97,3.88,-7.11,-0.22,9.82804,-11.1218,-1.54,10.77,-0.95,-5.2,2.95801,10.2952,-0.51,-0.51,-6.52,6.23,9.89,-1.68,-0.66,-2.86,7.69,6.81,9.6,-10.48,1.83,-4.32,1.54,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0175068,-0.00843453,-0.0105672,0.000967837,0.0435747,0.00667638,-0.0373046,0.00080514,-0.00146222,0.00381159,0.0241422,0.0431545,0.00434303,0.0087328,-0.0208471,-0.00540924,0.0602148,-0.039535,0.021767,-0.0286201,0.0445373,0.0290768,0.0141644,0.0566049,0.0180101,0.0138338,0.0183902,-0.159864,0,-0.6395,0,0.39574,-1.41485,-0.399682,-0.346409,0.266455,0.16151,0.151526,0.955358,-0.00761039,-0.36053,-0.69761,0.03517,0.2638,-0.77088,0.04983,-0.41329,-0.01466,0.96434,0.14949,-0.02052,0.05862,-0.11138,0.14949,22.34,2.56,-5.79,-0.22,0.984704,-15.6816,-7.25,15.16,-1.39,-4.91,-14.3042,1.58333,-1.25,-0.66,-6.37,6.37,10.04,-1.68,-0.51,-2.86,7.99,6.67,9.45,-10.62,1.98,-4.47,1.54,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0178676,-0.00825143,-0.0122681,0.000967837,0.0441014,0.00225606,-0.0379121,2.2769e-05,-0.000984907,0.00418151,0.0236763,0.0445904,0.00433826,0.00796247,-0.0225265,-0.00528669,0.0609767,-0.0413046,0.0218329,-0.0296693,0.0446031,0.0314028,0.0146515,0.0565591,0.0182269,0.0134975,0.0187135,-0.159864,0.119909,-0.772727,0,0.058614,-2.1128,-0.159864,-0.293091,0.159864,0.143571,-0.490574,0.239953,0,-0.29897,-0.72399,0.05862,0.3576,-0.73571,0.00879,-0.4426,0.05862,0.98192,0.24035,-0.02052,0.11431,-0.14949,0.12311,22.2,1.54,-4.76,0.07,0.185273,-13.2459,-14.29,15.02,-0.81,-4.47,-14.7254,-0.116722,-1.25,-0.66,-6.23,6.37,10.04,-1.54,-0.37,-2.71,7.84,6.52,9.3,-10.62,2.12,-4.47,1.54,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0181923,-0.00791013,-0.0141323,0.000979041,0.0437568,-0.00335614,-0.0380869,-0.000742912,-0.000690937,0.00452161,0.02174,0.0440312,0.00435734,0.00729847,-0.0243433,-0.00512481,0.0619035,-0.0430446,0.0217952,-0.0307685,0.0447955,0.0337508,0.0152912,0.0565367,0.0185132,0.013108,0.0190071,-0.133227,0.159864,-0.799409,0.0179388,-0.33059,-2.50766,-0.0133182,-0.346409,0.0932727,0.16151,-1.03929,-0.665331,0.00761039,-0.25794,-0.76502,0.085,0.41915,-0.7064,-0.02638,-0.47484,0.10259,0.9321,0.26966,-0.00293,0.1319,-0.17294,0.11138,22.05,0.51,-3.88,-0.07,-0.414551,-10.6665,-17.95,15.6,-0.22,-4.18,-14.7085,-2.04325,-1.98,-0.81,-5.93,6.23,9.89,-1.54,-0.37,-2.71,7.69,6.23,9.16,-10.62,2.12,-4.62,1.54,-0.0325219,0.04578,0.0299775,0,0.01201,-0.0376663,-0.0346784,-0.0837594,-0.0145613,0.000491193,-0.0413499,-0.0010198,0.0217444,-0.216312,-0.0822092,0.0259893,-0.102085,-0.0855166,-0.0207857,-0.0461525,0.397716,0.415368,0.30173,0.00413878,0.0331019,0.0120191,0.0470867,-1.25958,18.7388,6.99733,-0.312878,-3.87593,-6.28877,6.19318,-28.2027,-3.30313,-3.75492,-6.00488,-7.53646,7.21006,-17.5408,-4.21749,2.52876,-9.69687,-3.00573,-3.34686,-1.58497,27.9314,30.599,22.795,-3.0898,0.92477,-0.122534,2.3764,0.00416667,
-0.0184917,-0.00750804,-0.0160661,0.00098651,0.0424407,-0.00968277,-0.0380619,-0.00171113,-0.000527382,0.00482798,0.0185094,0.0412442,0.00441265,0.00672007,-0.0262573,-0.00493121,0.0630052,-0.044663,0.0217044,-0.0319642,0.045069,0.0357823,0.015918,0.0565181,0.0188637,0.0126294,0.0192518,-0.106591,0.159864,-0.746091,0,-0.689629,-2.58979,0.0399545,-0.439682,0.0532727,0.125633,-1.49718,-1.60997,0.0380779,-0.23742,-0.80606,0.07914,0.47191,-0.68002,-0.04983,-0.50415,0.12018,0.80313,0.23742,-0.02345,0.14949,-0.20225,0.08793,22.49,-0.22,-3.88,-0.07,-0.180315,-7.59773,-19.41,17.51,-0.07,-4.18,-13.8078,-2.98603,-2.42,-0.66,-5.79,6.23,9.74,-1.39,-0.22,-2.56,7.84,6.81,9.3,-10.62,2.27,-4.47,1.54,-0.0141923,0.027363,-0.0161365,0,0.00195929,-0.0665784,-0.0690673,-0.0176421,-0.0249305,0,-0.0551727,0.0774885,0.017709,-0.13623,-0.183858,-0.0304032,0.0833797,-0.0635166,0.0251,-0.0459001,-0.104406,0.100051,0.0726402,-0.148644,0.0381722,-0.0212282,0.0263391,5.37004,6.99693,7.08016,-0.680386,-1.25852,5.84579,-12.9642,1.4371,-4.37204,-4.74857,-0.65233,4.59703,4.029,-10.9664,-11.2311,-2.19227,1.079,-0.87512,0.277578,-0.973108,-12.1413,3.43979,4.0486,-12.3094,1.11359,-2.66043,0.530869,0.00833333,
-0.0187943,-0.00717509,-0.0177028,0.00099398,0.0405641,-0.0154271,-0.0379565,-0.00278759,-0.00041914,0.00510453,0.0145699,0.0369578,0.00455379,0.00614023,-0.0282362,-0.00470948,0.0642154,-0.0462601,0.0215602,-0.0332197,0.045361,0.0374413,0.0163589,0.0564237,0.0192647,0.0120131,0.0194371,-0.133227,0.119909,-0.626182,0,-0.860138,-2.19113,0.0133182,-0.413,0.0532727,0.0897551,-1.70965,-2.05772,0.0685195,-0.24035,-0.84416,0.09966,0.51295,-0.65364,-0.07328,-0.52174,0.12604,0.58622,0.13483,-0.06448,0.16121,-0.28139,0.07328,22.49,-0.07,-4.91,-0.22,0.47518,-3.7915,-19.27,18.1,0.07,-4.47,-11.1883,-1.02924,-3.74,-0.66,-5.49,6.23,9.74,-1.25,-0.37,-2.56,7.99,6.81,9.45,-10.48,2.27,-4.47,1.54,-0.0141923,0.027363,-0.0161365,0,0.00195929,-0.0665784,-0.0690673,-0.0176421,-0.0249305,0,-0.0551727,0.0774885,0.017709,-0.13623,-0.183858,-0.0304032,0.0833797,-0.0635166,0.0251,-0.0459001,-0.104406,0.100051,0.0726402,-0.148644,0.0381722,-0.0212282,0.0263391,5.37004,6.99693,7.08016,-0.680386,-1.25852,5.84579,-12.9642,1.4371,-4.37204,-4.74857,-0.65233,4.59703,4.029,-10.9664,-11.2311,-2.19227,1.079,-0.87512,0.277578,-0.973108,-12.1413,3.43979,4.0486,-12.3094,1.11359,-2.66043,0.530869,0.00833333,
